timestamp,dummy_0,dummy_2,dummy_3,dummy_X
2025-12-12T10:54:52,0,4,69,
2025-12-12T10:54:53,0,1,42,
2025-12-12T10:54:54,0,1,1,
2025-12-12T10:54:55,0,4,23,
2025-12-12T10:54:56,0,0,94,
2025-12-12T10:54:57,0,8,11,
2025-12-12T10:54:58,0,8,85,
2025-12-12T10:54:59,0,9,62,
2025-12-12T10:55:00,0,2,0,
2025-12-12T10:55:01,0,1,71,
2025-12-12T10:55:02,0,2,23,
2025-12-12T10:55:03,0,3,50,
2025-12-12T10:55:04,0,7,53,
2025-12-12T10:55:05,0,10,100,
2025-12-12T10:55:06,0,10,61,
2025-12-12T10:55:07,0,4,57,
2025-12-12T10:55:08,0,6,95,
2025-12-12T10:55:09,0,10,66,
2025-12-12T10:55:10,0,3,11,
2025-12-12T10:55:11,0,8,34,
2025-12-12T10:55:12,0,6,63,
2025-12-12T10:55:13,0,3,29,
2025-12-12T10:55:14,0,5,48,
2025-12-12T10:55:15,0,9,1,
2025-12-12T10:55:16,0,5,66,
2025-12-12T10:55:17,0,8,99,
2025-12-12T10:55:18,0,9,31,
2025-12-12T10:55:19,0,8,44,
2025-12-12T10:55:20,0,4,42,
2025-12-12T10:55:21,0,5,69,
2025-12-12T10:55:22,0,0,72,
2025-12-12T10:55:23,0,3,45,
2025-12-12T10:55:24,0,6,44,
2025-12-12T10:55:25,0,1,35,
2025-12-12T10:55:26,0,3,100,
2025-12-12T10:55:27,0,6,47,
2025-12-12T10:55:28,0,1,87,
2025-12-12T10:55:29,0,9,100,
2025-12-12T10:55:30,0,4,68,
2025-12-12T10:55:31,0,8,34,
2025-12-12T10:55:32,0,2,81,
2025-12-12T10:55:33,0,1,48,
2025-12-12T10:55:34,0,2,43,
2025-12-12T10:55:35,0,1,77,
2025-12-12T10:55:36,0,7,29,
2025-12-12T10:55:37,0,3,34,
2025-12-12T10:55:38,0,2,43,
2025-12-12T10:55:39,0,4,56,
2025-12-12T10:55:40,0,10,48,
2025-12-12T10:55:41,0,3,97,
2025-12-12T10:55:42,0,3,43,
2025-12-12T10:55:43,0,5,54,
2025-12-12T10:55:44,0,0,25,
2025-12-12T10:55:45,0,1,43,
2025-12-12T10:55:46,0,5,18,
2025-12-12T10:55:47,0,2,45,
2025-12-12T10:55:48,0,10,78,
2025-12-12T10:55:49,0,8,13,
2025-12-12T10:55:50,0,1,40,
2025-12-12T10:55:51,0,1,34,
2025-12-12T10:55:52,0,4,13,
2025-12-12T10:55:53,0,5,22,
2025-12-12T10:55:54,0,8,35,
2025-12-12T10:55:55,0,7,49,
2025-12-12T10:55:56,0,5,17,
2025-12-12T10:55:57,0,2,30,
2025-12-12T10:55:58,0,9,89,
2025-12-12T10:56:00,0,1,63,
2025-12-12T10:56:01,0,5,45,
2025-12-12T10:56:02,0,3,19,
2025-12-12T10:56:03,0,10,68,
2025-12-12T10:56:04,0,0,16,
2025-12-12T10:56:05,0,4,94,
2025-12-12T10:56:06,0,5,35,
2025-12-12T10:56:07,0,1,57,
2025-12-12T10:56:08,0,5,56,
2025-12-12T10:56:09,0,1,78,
2025-12-12T10:56:10,0,4,3,
2025-12-12T10:56:11,0,3,3,
2025-12-12T10:56:12,0,9,73,
2025-12-12T10:56:13,0,2,29,
2025-12-12T10:56:14,0,9,42,
2025-12-12T10:56:15,0,8,16,
2025-12-12T10:56:16,0,8,41,
2025-12-12T10:56:17,0,10,34,
2025-12-12T10:56:18,0,7,35,
2025-12-12T10:56:19,0,0,1,
2025-12-12T10:56:20,0,0,84,
2025-12-12T10:56:21,0,6,90,
2025-12-12T10:56:22,0,6,87,
2025-12-12T10:56:23,0,7,19,
2025-12-12T10:56:24,0,9,23,
2025-12-12T10:56:25,0,1,38,
2025-12-12T10:56:26,0,7,14,
2025-12-12T10:56:27,0,7,83,
2025-12-12T10:56:28,0,8,82,
2025-12-12T10:56:29,0,10,39,
2025-12-12T10:56:30,0,2,82,
2025-12-12T10:56:31,0,10,33,
2025-12-12T10:56:32,0,5,47,
2025-12-12T10:56:33,0,2,83,
2025-12-12T10:56:34,0,3,40,
2025-12-12T10:56:35,0,8,55,
2025-12-12T10:56:36,0,9,85,
2025-12-12T10:56:37,0,10,0,
2025-12-12T10:56:38,0,2,27,
2025-12-12T10:56:39,0,2,15,
2025-12-12T10:56:40,0,2,79,
2025-12-12T10:56:41,0,6,28,
2025-12-12T10:56:42,0,10,22,
2025-12-12T10:56:43,0,0,76,
2025-12-12T10:56:44,0,2,5,
2025-12-12T10:56:45,0,10,59,
2025-12-12T10:56:46,0,1,36,
2025-12-12T10:56:47,0,0,93,
2025-12-12T10:56:48,0,10,14,
2025-12-12T10:56:49,0,10,80,
2025-12-12T10:56:50,0,9,88,
2025-12-12T10:56:51,0,8,61,
2025-12-12T10:56:52,0,0,25,
2025-12-12T10:56:53,0,0,41,
2025-12-12T10:56:54,0,0,20,
2025-12-12T10:56:55,0,3,58,
2025-12-12T10:56:56,0,1,43,
2025-12-12T10:56:57,0,10,63,
2025-12-12T10:56:58,0,10,99,
2025-12-12T10:56:59,0,0,74,
2025-12-12T10:57:00,0,4,58,
2025-12-12T10:57:01,0,1,55,
2025-12-12T10:57:02,0,9,25,
2025-12-12T10:57:03,0,5,38,
2025-12-12T10:57:04,0,5,3,
2025-12-12T10:57:05,0,8,76,
2025-12-12T10:57:06,0,2,47,
2025-12-12T10:57:07,0,10,4,
2025-12-12T10:57:08,0,10,69,
2025-12-12T10:57:09,0,9,77,
2025-12-12T10:57:10,0,6,85,
2025-12-12T10:57:11,0,10,34,
2025-12-12T10:57:12,0,1,62,
2025-12-12T10:57:13,0,6,59,
2025-12-12T10:57:14,0,4,80,
2025-12-12T10:57:15,0,2,52,
2025-12-12T10:57:16,0,0,58,
2025-12-12T10:57:17,0,7,80,
2025-12-12T10:57:18,0,3,10,
2025-12-12T10:57:19,0,9,9,
2025-12-12T10:57:20,0,8,79,
2025-12-12T10:57:21,0,0,68,
2025-12-12T10:57:22,0,7,13,
2025-12-12T10:57:23,0,8,15,
2025-12-12T10:57:24,0,9,93,
2025-12-12T10:57:25,0,8,38,
2025-12-12T10:57:26,0,8,8,
2025-12-12T10:57:27,0,3,64,
2025-12-12T10:57:28,0,10,72,
2025-12-12T10:57:29,0,1,96,
2025-12-12T10:57:30,0,10,68,
2025-12-12T10:57:31,0,3,26,
2025-12-12T10:57:32,0,10,31,
2025-12-12T10:57:33,0,6,50,
2025-12-12T10:57:34,0,7,43,
2025-12-12T10:57:35,0,7,54,
2025-12-12T10:57:36,0,5,92,
2025-12-12T10:57:37,0,2,51,
2025-12-12T10:57:38,0,4,36,
2025-12-12T10:57:39,0,6,75,
2025-12-12T10:57:40,0,9,86,
2025-12-12T10:57:41,0,10,75,
2025-12-12T10:57:42,0,9,27,
2025-12-12T10:57:43,0,7,20,
2025-12-12T10:57:44,0,3,27,
2025-12-12T10:57:45,0,2,11,
2025-12-12T10:57:46,0,4,23,
2025-12-12T10:57:47,0,2,35,
2025-12-12T10:57:48,0,8,6,
2025-12-12T10:57:49,0,0,4,
2025-12-12T10:57:50,0,8,43,
2025-12-12T10:57:51,0,6,58,
2025-12-12T10:57:52,0,10,97,
2025-12-12T10:57:53,0,10,93,
2025-12-12T10:57:54,0,2,30,
2025-12-12T10:57:55,0,2,19,
2025-12-12T10:57:56,0,0,99,
2025-12-12T10:57:57,0,4,82,
2025-12-12T10:57:58,0,10,3,
2025-12-12T10:57:59,0,6,91,
2025-12-12T10:58:00,0,2,27,
2025-12-12T10:58:02,0,10,20,
2025-12-12T10:58:03,0,5,14,
2025-12-12T10:58:04,0,3,76,
2025-12-12T10:58:05,0,2,76,
2025-12-12T10:58:06,0,9,34,
2025-12-12T10:58:07,0,10,31,
2025-12-12T10:58:08,0,1,1,
2025-12-12T10:58:09,0,3,13,
2025-12-12T10:58:10,0,6,70,
2025-12-12T10:58:11,0,1,85,
2025-12-12T10:58:12,0,5,20,
2025-12-12T10:58:13,0,8,74,
2025-12-12T10:58:14,0,6,92,
2025-12-12T10:58:15,0,1,9,
2025-12-12T10:58:16,0,10,89,
2025-12-12T10:58:17,0,2,46,
2025-12-12T10:58:18,0,10,43,
2025-12-12T10:58:19,0,8,95,
2025-12-12T10:58:20,0,7,37,
2025-12-12T10:58:21,0,3,36,
2025-12-12T10:58:22,0,8,68,
2025-12-12T10:58:23,0,9,4,
2025-12-12T10:58:24,0,6,72,
2025-12-12T10:58:25,0,0,63,
2025-12-12T10:58:26,0,7,47,
2025-12-12T10:58:27,0,3,67,
2025-12-12T10:58:28,0,2,11,
2025-12-12T10:58:29,0,4,64,
2025-12-12T10:58:30,0,10,48,
2025-12-12T10:58:31,0,1,57,
2025-12-12T10:58:32,0,0,24,
2025-12-12T10:58:33,0,5,19,
2025-12-12T10:58:34,0,2,11,
2025-12-12T10:58:35,0,3,28,
2025-12-12T10:58:36,0,1,95,
2025-12-12T10:58:37,0,2,57,
2025-12-12T10:58:38,0,7,52,
2025-12-12T10:58:39,0,8,81,
2025-12-12T10:58:40,0,9,39,
2025-12-12T10:58:41,0,3,93,
2025-12-12T10:58:42,0,9,48,
2025-12-12T10:58:43,0,8,45,
2025-12-12T10:58:44,0,2,76,
2025-12-12T10:58:45,0,3,79,
2025-12-12T10:58:46,0,6,29,
2025-12-12T10:58:47,0,2,84,
2025-12-12T10:58:48,0,3,0,
2025-12-12T10:58:49,0,0,18,
2025-12-12T10:58:50,0,8,70,
2025-12-12T10:58:51,0,8,99,
2025-12-12T10:58:52,0,3,33,
2025-12-12T10:58:53,0,4,46,
2025-12-12T10:58:54,0,8,11,
2025-12-12T10:58:55,0,8,67,
2025-12-12T10:58:56,0,8,44,
2025-12-12T10:58:57,0,7,63,
2025-12-12T10:58:58,0,2,11,
2025-12-12T10:58:59,0,0,37,
2025-12-12T10:59:00,0,7,16,
2025-12-12T10:59:01,0,8,81,
2025-12-12T10:59:02,0,7,4,
2025-12-12T10:59:03,0,10,2,
2025-12-12T10:59:04,0,0,59,
2025-12-12T10:59:05,0,6,13,
2025-12-12T10:59:06,0,2,60,
2025-12-12T10:59:07,0,3,100,
2025-12-12T10:59:08,0,9,3,
2025-12-12T10:59:09,0,3,79,
2025-12-12T10:59:10,0,5,67,
2025-12-12T10:59:11,0,8,61,
2025-12-12T10:59:12,0,10,21,
2025-12-12T10:59:13,0,4,14,
2025-12-12T10:59:14,0,9,16,
2025-12-12T10:59:15,0,6,82,
2025-12-12T10:59:16,0,4,1,
2025-12-12T10:59:17,0,7,69,
2025-12-12T10:59:18,0,0,73,
2025-12-12T10:59:19,0,9,96,
2025-12-12T10:59:20,0,7,19,
2025-12-12T10:59:21,0,0,81,
2025-12-12T10:59:22,0,5,37,
2025-12-12T10:59:23,0,3,59,
2025-12-12T10:59:24,0,5,21,
2025-12-12T10:59:25,0,3,63,
2025-12-12T10:59:26,0,5,7,
2025-12-12T10:59:27,0,5,10,
2025-12-12T10:59:28,0,10,75,
2025-12-12T10:59:29,0,6,75,
2025-12-12T10:59:30,0,2,6,
2025-12-12T10:59:31,0,10,69,
2025-12-12T10:59:32,0,1,56,
2025-12-12T10:59:33,0,8,42,
2025-12-12T10:59:34,0,6,87,
2025-12-12T10:59:35,0,1,31,
2025-12-12T10:59:36,0,4,89,
2025-12-12T10:59:37,0,6,23,
2025-12-12T10:59:38,0,7,50,
2025-12-12T10:59:39,0,3,42,
2025-12-12T10:59:40,0,8,44,
2025-12-12T10:59:41,0,6,43,
2025-12-12T10:59:42,0,3,64,
2025-12-12T10:59:43,0,3,59,
2025-12-12T10:59:44,0,5,62,
2025-12-12T10:59:45,0,7,2,
2025-12-12T10:59:46,0,0,94,
2025-12-12T10:59:47,0,0,51,
2025-12-12T10:59:48,0,4,9,
2025-12-12T10:59:49,0,10,3,
2025-12-12T10:59:50,0,1,98,
2025-12-12T10:59:51,0,9,85,
2025-12-12T10:59:52,0,2,46,
2025-12-12T10:59:53,0,4,72,
2025-12-12T10:59:54,0,8,20,
2025-12-12T10:59:55,0,5,0,
2025-12-12T10:59:56,0,0,56,
2025-12-12T10:59:57,0,1,48,
2025-12-12T10:59:58,0,0,45,
2025-12-12T10:59:59,0,0,78,
